s,kmin,kmax,e
-60,0,0.0131578947368421,1.75006197460823
-60,0.0131578947368421,0.0263157894736842,0.977887264942456
-60,0.0263157894736842,0.0394736842105263,0.678499316502817
-60,0.0394736842105263,0.0526315789473684,0.519458437426516
-60,0.0526315789473684,0.0657894736842105,0.420817252989482
-60,0.0657894736842105,0.0789473684210526,0.353659571846833
-60,0.0789473684210526,0.0921052631578947,0.304986919633203
-60,0.0921052631578947,0.105263157894737,0.268090662458418
-60,0.105263157894737,0.118421052631579,0.239158099842471
-60,0.118421052631579,0.131578947368421,0.215862062796967
-60,0.131578947368421,0.144736842105263,0.196701631147637
-60,0.144736842105263,0.157894736842105,0.180665334821939
-60,0.157894736842105,0.171052631578947,0.167046680856779
-60,0.171052631578947,0.184210526315789,0.155337266263058
-60,0.184210526315789,0.197368421052632,0.145161898626015
-60,0.197368421052632,0.210526315789474,0.136237649120427
-60,0.210526315789474,0.223684210526316,0.128347134429837
-60,0.223684210526316,0.236842105263158,0.121320574927263
-60,0.236842105263158,0.25,0.115023440584473
-55.8620689655172,0,0.0131578947368421,1.75002811726461
-55.8620689655172,0.0131578947368421,0.0263157894736842,1.00857054054013
-55.8620689655172,0.0263157894736842,0.0394736842105263,0.708404332367509
-55.8620689655172,0.0394736842105263,0.0526315789473684,0.545923408861927
-55.8620689655172,0.0526315789473684,0.0657894736842105,0.444069286629241
-55.8620689655172,0.0657894736842105,0.0789473684210526,0.374245009968239
-55.8620689655172,0.0789473684210526,0.0921052631578947,0.323394994453136
-55.8620689655172,0.0921052631578947,0.105263157894737,0.284710267191017
-55.8620689655172,0.105263157894737,0.118421052631579,0.254291664583739
-55.8620689655172,0.118421052631579,0.131578947368421,0.229745491732848
-55.8620689655172,0.131578947368421,0.144736842105263,0.209520911298573
-55.8620689655172,0.144736842105263,0.157894736842105,0.19256897880194
-55.8620689655172,0.157894736842105,0.171052631578947,0.178154807894986
-55.8620689655172,0.171052631578947,0.184210526315789,0.165748217791314
-55.8620689655172,0.184210526315789,0.197368421052632,0.154957097386431
-55.8620689655172,0.197368421052632,0.210526315789474,0.145485207214038
-55.8620689655172,0.210526315789474,0.223684210526316,0.137104566518577
-55.8620689655172,0.223684210526316,0.236842105263158,0.129636864119467
-55.8620689655172,0.236842105263158,0.25,0.122940630407841
-51.7241379310345,0,0.0131578947368421,1.75001202083115
-51.7241379310345,0.0131578947368421,0.0263157894736842,1.04124157000622
-51.7241379310345,0.0263157894736842,0.0394736842105263,0.741066685493258
-51.7241379310345,0.0394736842105263,0.0526315789473684,0.575229283327477
-51.7241379310345,0.0526315789473684,0.0657894736842105,0.470040606546841
-51.7241379310345,0.0657894736842105,0.0789473684210526,0.397374410217496
-51.7241379310345,0.0789473684210526,0.0921052631578947,0.344167331918367
-51.7241379310345,0.0921052631578947,0.105263157894737,0.303526064716914
-51.7241379310345,0.105263157894737,0.118421052631579,0.271469312746658
-51.7241379310345,0.118421052631579,0.131578947368421,0.245536996404179
-51.7241379310345,0.131578947368421,0.144736842105263,0.224127054557997
-51.7241379310345,0.144736842105263,0.157894736842105,0.206151376979375
-51.7241379310345,0.157894736842105,0.171052631578947,0.190845008539377
-51.7241379310345,0.171052631578947,0.184210526315789,0.17765447464657
-51.7241379310345,0.184210526315789,0.197368421052632,0.166169423850322
-51.7241379310345,0.197368421052632,0.210526315789474,0.15607917395851
