s,kmin,kmax,e
-30,0,0.0131578947368421,2.80000107957599
-30,0.0131578947368421,0.0263157894736842,2.00708044809325
-30,0.0263157894736842,0.0394736842105263,1.56382247230026
-30,0.0394736842105263,0.0526315789473684,1.28083522447274
-30,0.0526315789473684,0.0657894736842105,1.08453487000145
-30,0.0657894736842105,0.0789473684210526,0.940391259509825
-30,0.0789473684210526,0.0921052631578947,0.830059777596056
-30,0.0921052631578947,0.105263157894737,0.742894381947859
-30,0.105263157894737,0.118421052631579,0.672293173132534
-30,0.118421052631579,0.131578947368421,0.613944865767394
-30,0.131578947368421,0.144736842105263,0.564914742908003
-30,0.144736842105263,0.157894736842105,0.523135908515206
-30,0.157894736842105,0.171052631578947,0.487110619386006
-30,0.171052631578947,0.184210526315789,0.455727004406331
-30,0.184210526315789,0.197368421052632,0.428142334457175
-30,0.197368421052632,0.210526315789474,0.403706227254669
-30,0.210526315789474,0.223684210526316,0.381908740549529
-30,0.223684210526316,0.236842105263158,0.362344406589652
-30,0.236842105263158,0.25,0.344686783068941
-29.4957983193277,0,0.0131578947368421,2.80000107169372
-29.4957983193277,0.0131578947368421,0.0263157894736842,2.01666850286661
-29.4957983193277,0.0263157894736842,0.0394736842105263,1.57549107753201
-29.4957983193277,0.0394736842105263,0.0526315789473684,1.29259328261141
-29.4957983193277,0.0526315789473684,0.0657894736842105,1.09578571635625
-29.4957983193277,0.0657894736842105,0.0789473684210526,0.950972061824305
-29.4957983193277,0.0789473684210526,0.0921052631578947,0.839957180849735
-29.4957983193277,0.0921052631578947,0.105263157894737,0.752147205965716
-29.4957983193277,0.105263157894737,0.118421052631579,0.680956127553826
-29.4957983193277,0.118421052631579,0.131578947368421,0.622074508753506
-29.4957983193277,0.131578947368421,0.144736842105263,0.57256417024516
-29.4957983193277,0.144736842105263,0.157894736842105,0.53035301924536
-29.4957983193277,0.157894736842105,0.171052631578947,0.493937861501463
-29.4957983193277,0.171052631578947,0.184210526315789,0.462201709008259
-29.4957983193277,0.184210526315789,0.197368421052632,0.434297253015297
-29.4957983193277,0.197368421052632,0.210526315789474,0.409570105842866
-29.4957983193277,0.210526315789474,0.223684210526316,0.387506856128537
-29.4957983193277,0.223684210526316,0.236842105263158,0.367699047774221
-29.4957983193277,0.236842105263158,0.25,0.349817666590601
-28.9915966386555,0,0.0131578947368421,2.80000106504901
-28.9915966386555,0.0131578947368421,0.0263157894736842,2.02634858204203
-28.9915966386555,0.0263157894736842,0.0394736842105263,1.5873350254026
-28.9915966386555,0.0394736842105263,0.0526315789473684,1.3045690260319
-28.9915966386555,0.0526315789473684,0.0657894736842105,1.10727217268961
-28.9915966386555,0.0657894736842105,0.0789473684210526,0.961793351707177
-28.9915966386555,0.0789473684210526,0.0921052631578947,0.850093101462481
-28.9915966386555,0.0921052631578947,0.105263157894737,0.761633043704748
-28.9915966386555,0.105263157894737,0.118421052631579,0.689844854798135
-28.9915966386555,0.118421052631579,0.131578947368421,0.630421935216468
-28.9915966386555,0.131578947368421,0.144736842105263,0.58042319232139
-28.9915966386555,0.144736842105263,0.157894736842105,0.537771640235376
-28.9915966386555,0.157894736842105,0.171052631578947,0.500958797575612
-28.9915966386555,0.171052631578947,0.184210526315789,0.468862642543811
-28.9915966386555,0.184210526315789,0.197368421052632,0.440631322844181
-28.9915966386555,0.197368421052632,0.210526315789474,0.415606454364916
-28.9915966386555,0.210526315789474,0.223684210526316,0.393271149636015
-28.9915966386555,0.223684210526316,0.236842105263158,0.373213948714438
-28.9915966386555,0.236842105263158,0.25,0.355103245542414
-28.4873949579832,0,0.0131578947368421,2.80000105945563
-28.4873949579832,0.0131578947368421,0.0263157894736842,2.03612201653857
-28.4873949579832,0.0263157894736842,0.0394736842105263,1.59935829284015
-28.4873949579832,0.0394736842105263,0.0526315789473684,1.31676855104327
-28.4873949579832,0.0526315789473684,0.0657894736842105,1.11900170970093
-28.4873949579832,0.0657894736842105,0.0789473684210526,0.972863410995334
