s,kmin,kmax,e
-30,0,0.0131578947368421,2.60000075588965
-30,0.0131578947368421,0.0263157894736842,1.86377723740567
-30,0.0263157894736842,0.0394736842105263,1.45223377150899
-30,0.0394736842105263,0.0526315789473684,1.18948655434487
-30,0.0526315789473684,0.0657894736842105,1.0072187041443
-30,0.0657894736842105,0.0789473684210526,0.873373861639278
-30,0.0789473684210526,0.0921052631578947,0.770921702934379
-30,0.0921052631578947,0.105263157894737,0.689978719305158
-30,0.105263157894737,0.118421052631579,0.62441570661796
-30,0.118421052631579,0.131578947368421,0.570229946885408
-30,0.131578947368421,0.144736842105263,0.524696686679634
-30,0.144736842105263,0.157894736842105,0.485896853442081
-30,0.157894736842105,0.171052631578947,0.452439780594842
-30,0.171052631578947,0.184210526315789,0.423293070766513
-30,0.184210526315789,0.197368421052632,0.397674207861115
-30,0.197368421052632,0.210526315789474,0.374979269407471
-30,0.210526315789474,0.223684210526316,0.354734731443482
-30,0.223684210526316,0.236842105263158,0.336564077492783
-30,0.236842105263158,0.25,0.320164168738808
-29.4957983193277,0,0.0131578947368421,2.6000007486264
-29.4957983193277,0.0131578947368421,0.0263157894736842,1.87268129044211
-29.4957983193277,0.0263157894736842,0.0394736842105263,1.46307145010962
-29.4957983193277,0.0394736842105263,0.0526315789473684,1.2004086292151
-29.4957983193277,0.0526315789473684,0.0657894736842105,1.01767065340785
-29.4957983193277,0.0657894736842105,0.0789473684210526,0.883204127370519
-29.4957983193277,0.0789473684210526,0.0921052631578947,0.780117645927046
-29.4957983193277,0.0921052631578947,0.105263157894737,0.69857623280834
-29.4957983193277,0.105263157894737,0.118421052631579,0.63246549436771
-29.4957983193277,0.118421052631579,0.131578947368421,0.577784465159099
-29.4957983193277,0.131578947368421,0.144736842105263,0.53180520005136
-29.4957983193277,0.144736842105263,0.157894736842105,0.492603816317265
-29.4957983193277,0.157894736842105,0.171052631578947,0.45878459515748
-29.4957983193277,0.171052631578947,0.184210526315789,0.429310394943213
-29.4957983193277,0.184210526315789,0.197368421052632,0.403394451264292
-29.4957983193277,0.197368421052632,0.210526315789474,0.380429125027417
-29.4957983193277,0.210526315789474,0.223684210526316,0.359937672897871
-29.4957983193277,0.223684210526316,0.236842105263158,0.341540804704247
-29.4957983193277,0.236842105263158,0.25,0.324932994175607
-28.9915966386555,0,0.0131578947368421,2.60000074250721
-28.9915966386555,0.0131578947368421,0.0263157894736842,1.88167081128389
-28.9915966386555,0.0263157894736842,0.0394736842105263,1.47407202468301
-28.9915966386555,0.0394736842105263,0.0526315789473684,1.21153298536664
-28.9915966386555,0.0526315789473684,0.0657894736842105,1.02834158380014
-28.9915966386555,0.0657894736842105,0.0789473684210526,0.893257943732461
-28.9915966386555,0.0789473684210526,0.0921052631578947,0.789535337556002
-28.9915966386555,0.0921052631578947,0.105263157894737,0.707390402179819
-28.9915966386555,0.105263157894737,0.118421052631579,0.640725224955944
-28.9915966386555,0.118421052631579,0.131578947368421,0.585541513174324
-28.9915966386555,0.131578947368421,0.144736842105263,0.539108641309435
-28.9915966386555,0.144736842105263,0.157894736842105,0.499498199503904
-28.9915966386555,0.157894736842105,0.171052631578947,0.465309569650162
-28.9915966386555,0.171052631578947,0.184210526315789,0.435500943634503
-28.9915966386555,0.184210526315789,0.197368421052632,0.409281342619424
-28.9915966386555,0.197368421052632,0.210526315789474,0.386039419474008
-28.9915966386555,0.210526315789474,0.223684210526316,0.365295205225844
-28.9915966386555,0.223684210526316,0.236842105263158,0.34666662175338
-28.9915966386555,0.236842105263158,0.25,0.329845736881583
-28.4873949579832,0,0.0131578947368421,2.60000073736045
-28.4873949579832,0.0131578947368421,0.0263157894736842,1.8907470361859
-28.4873949579832,0.0263157894736842,0.0394736842105263,1.48523919032386
-28.4873949579832,0.0394736842105263,0.0526315789473684,1.2228652904664
-28.4873949579832,0.0526315789473684,0.0657894736842105,1.03923844311142
-28.4873949579832,0.0657894736842105,0.0789473684210526,0.903543014991122
-28.4873949579832,0.0789473684210526,0.0921052631578947,0.799182885692996
-28.4873949579832,0.0921052631578947,0.105263157894737,0.716429509389373
-28.4873949579832,0.105263157894737,0.118421052631579,0.649203207042937
-28.4873949579832,0.118421052631579,0.131578947368421,0.593509332409108
-28.4873949579832,0.131578947368421,0.144736842105263,0.54661512941197
-28.4873949579832,0.144736842105263,0.157894736842105,0.506587955946498
-28.4873949579832,0.157894736842105,0.171052631578947,0.472022473539522
-28.4873949579832,0.171052631578947,0.184210526315789,0.441872291662903
-28.4873949579832,0.184210526315789,0.197368421052632,0.415342257632369
-28.4873949579832,0.197368421052632,0.210526315789474,0.391817328957899
-28.4873949579832,0.210526315789474,0.223684210526316,0.370814307920294
-28.4873949579832,0.223684210526316,0.236842105263158,0.351948315928699
-28.4873949579832,0.236842105263158,0.25,0.334908997594622
-27.9831932773109,0,0.0131578947368421,2.60000073304574
-27.9831932773109,0.0131578947368421,0.0263157894736842,1.89991122535618
-27.9831932773109,0.0263157894736842,0.0394736842105263,1.49657675817738
-27.9831932773109,0.0394736842105263,0.0526315789473684,1.23441142555508
-27.9831932773109,0.0526315789473684,0.0657894736842105,1.05036847588702
-27.9831932773109,0.0657894736842105,0.0789473684210526,0.914067403110501
-27.9831932773109,0.0789473684210526,0.0921052631578947,0.809068797806893
-27.9831932773109,0.0921052631578947,0.105263157894737,0.725702263333396
-27.9831932773109,0.105263157894737,0.118421052631579,0.657908192863899
-27.9831932773109,0.118421052631579,0.131578947368421,0.601696616874179
-27.9831932773109,0.131578947368421,0.144736842105263,0.55433322466335
-27.9831932773109,0.144736842105263,0.157894736842105,0.513881491985346
-27.9831932773109,0.157894736842105,0.171052631578947,0.478931528684766
-27.9831932773109,0.171052631578947,0.184210526315789,0.448432461142808
-27.9831932773109,0.184210526315789,0.197368421052632,0.42158501326169
-27.9831932773109,0.197368421052632,0.210526315789474,0.397770463247045
-27.9831932773109,0.210526315789474,0.223684210526316,0.376502386140061
-27.9831932773109,0.223684210526316,0.236842105263158,0.357393091953798
-27.9831932773109,0.236842105263158,0.25,0.34012978609208
-27.4789915966387,0,0.0131578947368421,2.60000072943868
-27.4789915966387,0.0131578947368421,0.0263157894736842,1.90916466353966
-27.4789915966387,0.0263157894736842,0.0394736842105263,1.50808865647183
-27.4789915966387,0.0394736842105263,0.0526315789473684,1.24617749557356
-27.4789915966387,0.0526315789473684,0.0657894736842105,1.06173923942536
-27.4789915966387,0.0657894736842105,0.0789473684210526,0.924839548729422
-27.4789915966387,0.0789473684210526,0.0921052631578947,0.819202005853338
-27.4789915966387,0.0921052631578947,0.105263157894737,0.735217827660407
-27.4789915966387,0.105263157894737,0.118421052631579,0.666849408180885
-27.4789915966387,0.118421052631579,0.131578947368421,0.61011254454992
