s,kmin,kmax,e
-30,0,0.0131578947368421,3.00000150555839
-30,0.0131578947368421,0.0263157894736842,2.1503693840216
-30,0.0263157894736842,0.0394736842105263,1.67538419447085
-30,0.0394736842105263,0.0526315789473684,1.37215057190643
-30,0.0526315789473684,0.0657894736842105,1.1618150968293
-30,0.0657894736842105,0.0789473684210526,1.00737206947171
-30,0.0789473684210526,0.0921052631578947,0.889161636356287
-30,0.0921052631578947,0.105263157894737,0.795774719987166
-30,0.105263157894737,0.118421052631579,0.720136456318463
-30,0.118421052631579,0.131578947368421,0.657626845604046
-30,0.131578947368421,0.144736842105263,0.605101126721676
-30,0.144736842105263,0.157894736842105,0.560344537153213
-30,0.157894736842105,0.171052631578947,0.521752227715778
-30,0.171052631578947,0.184210526315789,0.488132851914794
-30,0.184210526315789,0.197368421052632,0.458583455788287
-30,0.197368421052632,0.210526315789474,0.43240719855687
-30,0.210526315789474,0.223684210526316,0.409057720554731
-30,0.223684210526316,0.236842105263158,0.388100606833483
-30,0.236842105263158,0.25,0.369186113733436
-29.4957983193277,0,0.0131578947368421,3.00000150058832
-29.4957983193277,0.0131578947368421,0.0263157894736842,2.16064123508705
-29.4957983193277,0.0263157894736842,0.0394736842105263,1.68788312099751
-29.4957983193277,0.0394736842105263,0.0526315789473684,1.38474368881111
-29.4957983193277,0.0526315789473684,0.0657894736842105,1.17386371269661
-29.4957983193277,0.0657894736842105,0.0789473684210526,1.01870216271737
-29.4957983193277,0.0789473684210526,0.0921052631578947,0.899759192772291
-29.4957983193277,0.0921052631578947,0.105263157894737,0.805681522431368
-29.4957983193277,0.105263157894737,0.118421052631579,0.729411243530106
-29.4957983193277,0.118421052631579,0.131578947368421,0.666330292257662
-29.4957983193277,0.131578947368421,0.144736842105263,0.61329016890768
-29.4957983193277,0.144736842105263,0.157894736842105,0.568070524188178
-29.4957983193277,0.157894736842105,0.171052631578947,0.529060655987167
-29.4957983193277,0.171052631578947,0.184210526315789,0.495063727895614
-29.4957983193277,0.184210526315789,0.197368421052632,0.465171873100197
-29.4957983193277,0.197368421052632,0.210526315789474,0.438683956270452
-29.4957983193277,0.210526315789474,0.223684210526316,0.415049898411878
-29.4957983193277,0.223684210526316,0.236842105263158,0.393832081347504
-29.4957983193277,0.236842105263158,0.25,0.374678004894531
-28.9915966386555,0,0.0131578947368421,3.00000149340589
-28.9915966386555,0.0131578947368421,0.0263157894736842,2.17101166319186
-28.9915966386555,0.0263157894736842,0.0394736842105263,1.70056981417961
-28.9915966386555,0.0394736842105263,0.0526315789473684,1.39756985904176
-28.9915966386555,0.0526315789473684,0.0657894736842105,1.1861645197802
-28.9915966386555,0.0657894736842105,0.0789473684210526,1.03028962335488
-28.9915966386555,0.0789473684210526,0.0921052631578947,0.910611971703851
-28.9915966386555,0.0921052631578947,0.105263157894737,0.815837628736943
-28.9915966386555,0.105263157894737,0.118421052631579,0.738927563365126
-28.9915966386555,0.118421052631579,0.131578947368421,0.675266704664604
-28.9915966386555,0.131578947368421,0.144736842105263,0.621703400800214
-28.9915966386555,0.144736842105263,0.157894736842105,0.576012039735201
-28.9915966386555,0.157894736842105,0.171052631578947,0.53657624109355
-28.9915966386555,0.171052631578947,0.184210526315789,0.502193766983196
